"Site","Stream","precip","Date"
"BBS3","Big Branch South",0.282000005245209,2012-04-07
"CC4","Crabtree Creek",0.137999996542931,2012-04-07
"CC5","Crabtree Creek",0.303000003099442,2012-04-07
"HSC6","Hare Snipe Creek",0.137999996542931,2012-04-07
"HC7","House Creek",0.425999999046326,2012-04-07
"LBC8","Little Brier Creek",0.00300000002607703,2012-04-07
"MC9","Marsh Creek",0.303000003099442,2012-04-07
"MC10","Mine Creek",0.425999999046326,2012-04-07
"PC11","Perry Creek",0.0219999998807907,2012-04-07
"PHB12","Pigeon House Branch",0.133000001311302,2012-04-07
"RC13","Richland Creek",0.137999996542931,2012-04-07
"RC14","Richland Creek-WF",0,2012-04-07
"RB15","Rocky Branch",0.197999998927116,2012-04-07
"SC16","Sycamore Creek",0.137999996542931,2012-04-07
"TC17","Turkey Creek",0.137999996542931,2012-04-07
"WC18","Walnut Creek",0.314999997615814,2012-04-07
"BDB1","Beaverdam Branch",0,2012-04-08
"BB2","Big Branch",0,2012-04-08
"BBS3","Big Branch South",0,2012-04-08
"CC4","Crabtree Creek",0,2012-04-08
"CC5","Crabtree Creek",0,2012-04-08
"HSC6","Hare Snipe Creek",0,2012-04-08
"HC7","House Creek",0,2012-04-08
"LBC8","Little Brier Creek",0,2012-04-08
"MC9","Marsh Creek",0,2012-04-08
"MC10","Mine Creek",0,2012-04-08
"PC11","Perry Creek",0,2012-04-08
"PHB12","Pigeon House Branch",0,2012-04-08
"RC13","Richland Creek",0,2012-04-08
"RC14","Richland Creek-WF",0,2012-04-08
"RB15","Rocky Branch",0,2012-04-08
"SC16","Sycamore Creek",0,2012-04-08
"TC17","Turkey Creek",0,2012-04-08
"WC18","Walnut Creek",0,2012-04-08
"BDB1","Beaverdam Branch",0,2012-04-09
"BB2","Big Branch",0,2012-04-09
"BBS3","Big Branch South",0,2012-04-09
"CC4","Crabtree Creek",0,2012-04-09
"CC5","Crabtree Creek",0,2012-04-09
"HSC6","Hare Snipe Creek",0,2012-04-09
"HC7","House Creek",0,2012-04-09
"LBC8","Little Brier Creek",0,2012-04-09
"MC9","Marsh Creek",0,2012-04-09
"MC10","Mine Creek",0,2012-04-09
"PC11","Perry Creek",0,2012-04-09
"PHB12","Pigeon House Branch",0,2012-04-09
"RC13","Richland Creek",0,2012-04-09
"RC14","Richland Creek-WF",0,2012-04-09
"RB15","Rocky Branch",0,2012-04-09
"SC16","Sycamore Creek",0,2012-04-09
"TC17","Turkey Creek",0,2012-04-09
"WC18","Walnut Creek",0,2012-04-09
"BDB1","Beaverdam Branch",0,2012-04-10
"BB2","Big Branch",0,2012-04-10
"BBS3","Big Branch South",0,2012-04-10
"CC4","Crabtree Creek",0,2012-04-10
"CC5","Crabtree Creek",0,2012-04-10
"HSC6","Hare Snipe Creek",0,2012-04-10
"HC7","House Creek",0,2012-04-10
"LBC8","Little Brier Creek",0,2012-04-10
"MC9","Marsh Creek",0,2012-04-10
"MC10","Mine Creek",0,2012-04-10
"PC11","Perry Creek",0,2012-04-10
"PHB12","Pigeon House Branch",0,2012-04-10
"RC13","Richland Creek",0,2012-04-10
"RC14","Richland Creek-WF",0,2012-04-10
"RB15","Rocky Branch",0,2012-04-10
"SC16","Sycamore Creek",0,2012-04-10
"TC17","Turkey Creek",0,2012-04-10
"WC18","Walnut Creek",0,2012-04-10
"BDB1","Beaverdam Branch",0.00300000002607703,2012-04-11
"BB2","Big Branch",0.135000005364418,2012-04-11
"BBS3","Big Branch South",0,2012-04-11
"CC4","Crabtree Creek",0,2012-04-11
"CC5","Crabtree Creek",0,2012-04-11
"HSC6","Hare Snipe Creek",0,2012-04-11
"HC7","House Creek",0.00300000002607703,2012-04-11
"LBC8","Little Brier Creek",0,2012-04-11
"MC9","Marsh Creek",0,2012-04-11
"MC10","Mine Creek",0.00300000002607703,2012-04-11
"PC11","Perry Creek",0,2012-04-11
"PHB12","Pigeon House Branch",0.0799999982118607,2012-04-11
"RC13","Richland Creek",0,2012-04-11
"RC14","Richland Creek-WF",0,2012-04-11
"RB15","Rocky Branch",0,2012-04-11
"SC16","Sycamore Creek",0,2012-04-11
"TC17","Turkey Creek",0,2012-04-11
"WC18","Walnut Creek",0,2012-04-11
"BDB1","Beaverdam Branch",0,2012-04-12
"BB2","Big Branch",0,2012-04-12
"BBS3","Big Branch South",0,2012-04-12
"CC4","Crabtree Creek",0,2012-04-12
"CC5","Crabtree Creek",0,2012-04-12
"HSC6","Hare Snipe Creek",0,2012-04-12
"HC7","House Creek",0,2012-04-12
"LBC8","Little Brier Creek",0,2012-04-12
"MC9","Marsh Creek",0,2012-04-12
"MC10","Mine Creek",0,2012-04-12
"PC11","Perry Creek",0,2012-04-12
"PHB12","Pigeon House Branch",0,2012-04-12
"RC13","Richland Creek",0,2012-04-12
"RC14","Richland Creek-WF",0,2012-04-12
"RB15","Rocky Branch",0,2012-04-12
"SC16","Sycamore Creek",0,2012-04-12
"TC17","Turkey Creek",0,2012-04-12
"WC18","Walnut Creek",0,2012-04-12
"BDB1","Beaverdam Branch",0,2012-04-13
"BB2","Big Branch",0,2012-04-13
"BBS3","Big Branch South",0,2012-04-13
"CC4","Crabtree Creek",0,2012-04-13
"CC5","Crabtree Creek",0,2012-04-13
"HSC6","Hare Snipe Creek",0,2012-04-13
"HC7","House Creek",0,2012-04-13
"LBC8","Little Brier Creek",0,2012-04-13
"MC9","Marsh Creek",0,2012-04-13
"MC10","Mine Creek",0,2012-04-13
"PC11","Perry Creek",0,2012-04-13
"PHB12","Pigeon House Branch",0,2012-04-13
"RC13","Richland Creek",0,2012-04-13
"RC14","Richland Creek-WF",0,2012-04-13
"RB15","Rocky Branch",0,2012-04-13
"SC16","Sycamore Creek",0,2012-04-13
"TC17","Turkey Creek",0,2012-04-13
"WC18","Walnut Creek",0,2012-04-13
"BDB1","Beaverdam Branch",0,2012-04-14
"BB2","Big Branch",0,2012-04-14
"BBS3","Big Branch South",0,2012-04-14
"CC4","Crabtree Creek",0,2012-04-14
"CC5","Crabtree Creek",0,2012-04-14
"HSC6","Hare Snipe Creek",0,2012-04-14
"HC7","House Creek",0,2012-04-14
"LBC8","Little Brier Creek",0,2012-04-14
"MC9","Marsh Creek",0,2012-04-14
"MC10","Mine Creek",0,2012-04-14
"PC11","Perry Creek",0,2012-04-14
"PHB12","Pigeon House Branch",0,2012-04-14
"RC13","Richland Creek",0,2012-04-14
"RC14","Richland Creek-WF",0,2012-04-14
"RB15","Rocky Branch",0,2012-04-14
"SC16","Sycamore Creek",0,2012-04-14
"TC17","Turkey Creek",0,2012-04-14
"WC18","Walnut Creek",0,2012-04-14
"BDB1","Beaverdam Branch",0,2012-04-15
"BB2","Big Branch",0,2012-04-15
"BBS3","Big Branch South",0,2012-04-15
"CC4","Crabtree Creek",0,2012-04-15
"CC5","Crabtree Creek",0,2012-04-15
"HSC6","Hare Snipe Creek",0,2012-04-15
"HC7","House Creek",0,2012-04-15
"LBC8","Little Brier Creek",0,2012-04-15
"MC9","Marsh Creek",0,2012-04-15
"MC10","Mine Creek",0,2012-04-15
"PC11","Perry Creek",0,2012-04-15
"PHB12","Pigeon House Branch",0,2012-04-15
"RC13","Richland Creek",0,2012-04-15
"RC14","Richland Creek-WF",0,2012-04-15
"RB15","Rocky Branch",0,2012-04-15
"SC16","Sycamore Creek",0,2012-04-15
"TC17","Turkey Creek",0,2012-04-15
"WC18","Walnut Creek",0,2012-04-15
"BDB1","Beaverdam Branch",0,2012-04-16
"BB2","Big Branch",0,2012-04-16
"BBS3","Big Branch South",0,2012-04-16
"CC4","Crabtree Creek",0,2012-04-16
"CC5","Crabtree Creek",0,2012-04-16
"HSC6","Hare Snipe Creek",0,2012-04-16
"HC7","House Creek",0,2012-04-16
"LBC8","Little Brier Creek",0,2012-04-16
"MC9","Marsh Creek",0,2012-04-16
"MC10","Mine Creek",0,2012-04-16
"PC11","Perry Creek",0,2012-04-16
"PHB12","Pigeon House Branch",0,2012-04-16
"RC13","Richland Creek",0,2012-04-16
"RC14","Richland Creek-WF",0,2012-04-16
"RB15","Rocky Branch",0,2012-04-16
"SC16","Sycamore Creek",0,2012-04-16
"TC17","Turkey Creek",0,2012-04-16
"WC18","Walnut Creek",0,2012-04-16
"BDB1","Beaverdam Branch",0,2012-04-17
"BB2","Big Branch",0,2012-04-17
"BBS3","Big Branch South",0,2012-04-17
"CC4","Crabtree Creek",0,2012-04-17
"CC5","Crabtree Creek",0,2012-04-17
"HSC6","Hare Snipe Creek",0,2012-04-17
"HC7","House Creek",0,2012-04-17
"LBC8","Little Brier Creek",0,2012-04-17
"MC9","Marsh Creek",0,2012-04-17
"MC10","Mine Creek",0,2012-04-17
"PC11","Perry Creek",0,2012-04-17
"PHB12","Pigeon House Branch",0,2012-04-17
"RC13","Richland Creek",0,2012-04-17
"RC14","Richland Creek-WF",0,2012-04-17
"RB15","Rocky Branch",0,2012-04-17
"SC16","Sycamore Creek",0,2012-04-17
"TC17","Turkey Creek",0,2012-04-17
"WC18","Walnut Creek",0,2012-04-17
"BDB1","Beaverdam Branch",0.270999997854233,2012-04-18
"BB2","Big Branch",0.0020000000949949,2012-04-18
"BBS3","Big Branch South",0,2012-04-18
"CC4","Crabtree Creek",1.89100003242493,2012-04-18
"CC5","Crabtree Creek",0,2012-04-18
"HSC6","Hare Snipe Creek",1.89100003242493,2012-04-18
"HC7","House Creek",0.270999997854233,2012-04-18
"LBC8","Little Brier Creek",5.82800006866455,2012-04-18
"MC9","Marsh Creek",0,2012-04-18
"MC10","Mine Creek",0.270999997854233,2012-04-18
"PC11","Perry Creek",0,2012-04-18
"PHB12","Pigeon House Branch",0,2012-04-18
"RC13","Richland Creek",1.89100003242493,2012-04-18
"RC14","Richland Creek-WF",0.614000022411346,2012-04-18
"RB15","Rocky Branch",0,2012-04-18
"SC16","Sycamore Creek",1.89100003242493,2012-04-18
"TC17","Turkey Creek",1.89100003242493,2012-04-18
"WC18","Walnut Creek",0,2012-04-18
"BDB1","Beaverdam Branch",1.25300002098083,2012-04-19
"BB2","Big Branch",1.04900002479553,2012-04-19
"BBS3","Big Branch South",0.657999992370605,2012-04-19
"CC4","Crabtree Creek",1.33200001716614,2012-04-19
"CC5","Crabtree Creek",0.772000014781952,2012-04-19
"HSC6","Hare Snipe Creek",1.33200001716614,2012-04-19
"HC7","House Creek",1.25300002098083,2012-04-19
"LBC8","Little Brier Creek",2.46000003814697,2012-04-19
"MC9","Marsh Creek",0.772000014781952,2012-04-19
"MC10","Mine Creek",1.25300002098083,2012-04-19
"PC11","Perry Creek",1.34399998188019,2012-04-19
"PHB12","Pigeon House Branch",1.16299998760223,2012-04-19
"RC13","Richland Creek",1.33200001716614,2012-04-19
"RC14","Richland Creek-WF",1.53400003910065,2012-04-19
"RB15","Rocky Branch",1.27900004386902,2012-04-19
"SC16","Sycamore Creek",1.33200001716614,2012-04-19
"TC17","Turkey Creek",1.33200001716614,2012-04-19
"WC18","Walnut Creek",0.802999973297119,2012-04-19
"BDB1","Beaverdam Branch",0,2012-04-20
"BB2","Big Branch",0,2012-04-20
"BBS3","Big Branch South",0,2012-04-20
"CC4","Crabtree Creek",0,2012-04-20
"CC5","Crabtree Creek",0,2012-04-20
"HSC6","Hare Snipe Creek",0,2012-04-20
"HC7","House Creek",0,2012-04-20
"LBC8","Little Brier Creek",0,2012-04-20
"MC9","Marsh Creek",0,2012-04-20
"MC10","Mine Creek",0,2012-04-20
"PC11","Perry Creek",0,2012-04-20
"PHB12","Pigeon House Branch",0,2012-04-20
"RC13","Richland Creek",0,2012-04-20
"RC14","Richland Creek-WF",0,2012-04-20
"RB15","Rocky Branch",0,2012-04-20
"SC16","Sycamore Creek",0,2012-04-20
"TC17","Turkey Creek",0,2012-04-20
"WC18","Walnut Creek",0,2012-04-20
"BDB1","Beaverdam Branch",0,2012-04-21
"BB2","Big Branch",0,2012-04-21
"BBS3","Big Branch South",0,2012-04-21
"CC4","Crabtree Creek",0,2012-04-21
"CC5","Crabtree Creek",0,2012-04-21
"HSC6","Hare Snipe Creek",0,2012-04-21
"HC7","House Creek",0,2012-04-21
"LBC8","Little Brier Creek",0,2012-04-21
"MC9","Marsh Creek",0,2012-04-21
"MC10","Mine Creek",0,2012-04-21
"PC11","Perry Creek",0,2012-04-21
"PHB12","Pigeon House Branch",0,2012-04-21
"RC13","Richland Creek",0,2012-04-21
"RC14","Richland Creek-WF",0,2012-04-21
"RB15","Rocky Branch",0,2012-04-21
"SC16","Sycamore Creek",0,2012-04-21
"TC17","Turkey Creek",0,2012-04-21
"WC18","Walnut Creek",0,2012-04-21
"BDB1","Beaverdam Branch",27.3430004119873,2012-04-22
"BB2","Big Branch",19.2110004425049,2012-04-22
"BBS3","Big Branch South",14.6040000915527,2012-04-22
"CC4","Crabtree Creek",27.3090000152588,2012-04-22
"CC5","Crabtree Creek",14.4610004425049,2012-04-22
"HSC6","Hare Snipe Creek",27.3090000152588,2012-04-22
"HC7","House Creek",27.3430004119873,2012-04-22
"LBC8","Little Brier Creek",20.0319995880127,2012-04-22
"MC9","Marsh Creek",14.4610004425049,2012-04-22
"MC10","Mine Creek",27.3430004119873,2012-04-22
"PC11","Perry Creek",13.7840003967285,2012-04-22
"PHB12","Pigeon House Branch",16.6730003356934,2012-04-22
"RC13","Richland Creek",27.3090000152588,2012-04-22
"RC14","Richland Creek-WF",17.3859996795654,2012-04-22
"RB15","Rocky Branch",18.9720001220703,2012-04-22
"SC16","Sycamore Creek",27.3090000152588,2012-04-22
"TC17","Turkey Creek",27.3090000152588,2012-04-22
"WC18","Walnut Creek",14.6400003433228,2012-04-22
"BDB1","Beaverdam Branch",6.61299991607666,2012-04-23
"BB2","Big Branch",6.90000009536743,2012-04-23
"BBS3","Big Branch South",6.20699977874756,2012-04-23
"CC4","Crabtree Creek",7.09299993515015,2012-04-23
"CC5","Crabtree Creek",6.97300004959106,2012-04-23
"HSC6","Hare Snipe Creek",7.09299993515015,2012-04-23
"HC7","House Creek",6.61299991607666,2012-04-23
"LBC8","Little Brier Creek",10.1319999694824,2012-04-23
"MC9","Marsh Creek",6.97300004959106,2012-04-23
"MC10","Mine Creek",6.61299991607666,2012-04-23
"PC11","Perry Creek",10.0349998474121,2012-04-23
"PHB12","Pigeon House Branch",6.57499980926514,2012-04-23
"RC13","Richland Creek",7.09299993515015,2012-04-23
"RC14","Richland Creek-WF",9.06099987030029,2012-04-23
"RB15","Rocky Branch",6.59999990463257,2012-04-23
"SC16","Sycamore Creek",7.09299993515015,2012-04-23
"TC17","Turkey Creek",7.09299993515015,2012-04-23
"WC18","Walnut Creek",6.8769998550415,2012-04-23
"BDB1","Beaverdam Branch",0.0350000001490116,2012-04-24
"BB2","Big Branch",0.280000001192093,2012-04-24
"BBS3","Big Branch South",0,2012-04-24
"CC4","Crabtree Creek",0.0260000005364418,2012-04-24
"CC5","Crabtree Creek",0.246999993920326,2012-04-24
"HSC6","Hare Snipe Creek",0.0260000005364418,2012-04-24
"HC7","House Creek",0.0350000001490116,2012-04-24
"LBC8","Little Brier Creek",0.476000010967255,2012-04-24
"MC9","Marsh Creek",0.246999993920326,2012-04-24
"MC10","Mine Creek",0.0350000001490116,2012-04-24
"PC11","Perry Creek",0.563000023365021,2012-04-24
"PHB12","Pigeon House Branch",0.0729999989271164,2012-04-24
"RC13","Richland Creek",0.0260000005364418,2012-04-24
"RC14","Richland Creek-WF",0.688000023365021,2012-04-24
"RB15","Rocky Branch",0,2012-04-24
"SC16","Sycamore Creek",0.0260000005364418,2012-04-24
"TC17","Turkey Creek",0.0260000005364418,2012-04-24
"WC18","Walnut Creek",0.244000002741814,2012-04-24
"BDB1","Beaverdam Branch",0,2012-04-25
"BB2","Big Branch",0,2012-04-25
"BBS3","Big Branch South",0,2012-04-25
"CC4","Crabtree Creek",0,2012-04-25
"CC5","Crabtree Creek",0,2012-04-25
"HSC6","Hare Snipe Creek",0,2012-04-25
"HC7","House Creek",0,2012-04-25
"LBC8","Little Brier Creek",0,2012-04-25
"MC9","Marsh Creek",0,2012-04-25
"MC10","Mine Creek",0,2012-04-25
"PC11","Perry Creek",0,2012-04-25
"PHB12","Pigeon House Branch",0,2012-04-25
"RC13","Richland Creek",0,2012-04-25
"RC14","Richland Creek-WF",0,2012-04-25
"RB15","Rocky Branch",0,2012-04-25
"SC16","Sycamore Creek",0,2012-04-25
"TC17","Turkey Creek",0,2012-04-25
"WC18","Walnut Creek",0,2012-04-25
"BDB1","Beaverdam Branch",5.76000022888184,2012-04-26
"BB2","Big Branch",5.3730001449585,2012-04-26
"BBS3","Big Branch South",0.748000025749207,2012-04-26
"CC4","Crabtree Creek",5.93599987030029,2012-04-26
"CC5","Crabtree Creek",3.16100001335144,2012-04-26
"HSC6","Hare Snipe Creek",5.93599987030029,2012-04-26
"HC7","House Creek",5.76000022888184,2012-04-26
"LBC8","Little Brier Creek",4.46799993515015,2012-04-26
"MC9","Marsh Creek",3.16100001335144,2012-04-26
"MC10","Mine Creek",5.76000022888184,2012-04-26
"PC11","Perry Creek",8.05000019073486,2012-04-26
"PHB12","Pigeon House Branch",3.51399993896484,2012-04-26
"RC13","Richland Creek",5.93599987030029,2012-04-26
"RC14","Richland Creek-WF",8.5629997253418,2012-04-26
"RB15","Rocky Branch",1.55200004577637,2012-04-26
"SC16","Sycamore Creek",5.93599987030029,2012-04-26
"TC17","Turkey Creek",5.93599987030029,2012-04-26
"WC18","Walnut Creek",1.24800002574921,2012-04-26
"BDB1","Beaverdam Branch",3.57200002670288,2012-04-27
"BB2","Big Branch",3.01099991798401,2012-04-27
"BBS3","Big Branch South",2.08999991416931,2012-04-27
"CC4","Crabtree Creek",4.01100015640259,2012-04-27
"CC5","Crabtree Creek",2.41400003433228,2012-04-27
"HSC6","Hare Snipe Creek",4.01100015640259,2012-04-27
"HC7","House Creek",3.57200002670288,2012-04-27
"LBC8","Little Brier Creek",7.37799978256226,2012-04-27
"MC9","Marsh Creek",2.41400003433228,2012-04-27
"MC10","Mine Creek",3.57200002670288,2012-04-27
"PC11","Perry Creek",3.97399997711182,2012-04-27
"PHB12","Pigeon House Branch",3.05999994277954,2012-04-27
"RC13","Richland Creek",4.01100015640259,2012-04-27
"RC14","Richland Creek-WF",2.53600001335144,2012-04-27
"RB15","Rocky Branch",2.74499988555908,2012-04-27
"SC16","Sycamore Creek",4.01100015640259,2012-04-27
"TC17","Turkey Creek",4.01100015640259,2012-04-27
"WC18","Walnut Creek",2.28699994087219,2012-04-27
"BDB1","Beaverdam Branch",0,2012-04-28
"BB2","Big Branch",0,2012-04-28
"BBS3","Big Branch South",0,2012-04-28
"CC4","Crabtree Creek",0,2012-04-28
"CC5","Crabtree Creek",0,2012-04-28
"HSC6","Hare Snipe Creek",0,2012-04-28
"HC7","House Creek",0,2012-04-28
"LBC8","Little Brier Creek",0,2012-04-28
"MC9","Marsh Creek",0,2012-04-28
"MC10","Mine Creek",0,2012-04-28
"PC11","Perry Creek",0,2012-04-28
"PHB12","Pigeon House Branch",0,2012-04-28
"RC13","Richland Creek",0,2012-04-28
"RC14","Richland Creek-WF",0,2012-04-28
"RB15","Rocky Branch",0,2012-04-28
"SC16","Sycamore Creek",0,2012-04-28
"TC17","Turkey Creek",0,2012-04-28
"WC18","Walnut Creek",0,2012-04-28
"BDB1","Beaverdam Branch",0,2012-04-29
"BB2","Big Branch",0,2012-04-29
"BBS3","Big Branch South",0,2012-04-29
"CC4","Crabtree Creek",0,2012-04-29
"CC5","Crabtree Creek",0,2012-04-29
"HSC6","Hare Snipe Creek",0,2012-04-29
"HC7","House Creek",0,2012-04-29
"LBC8","Little Brier Creek",0,2012-04-29
"MC9","Marsh Creek",0,2012-04-29
"MC10","Mine Creek",0,2012-04-29
"PC11","Perry Creek",0,2012-04-29
"PHB12","Pigeon House Branch",0,2012-04-29
"RC13","Richland Creek",0,2012-04-29
"RC14","Richland Creek-WF",0,2012-04-29
"RB15","Rocky Branch",0,2012-04-29
"SC16","Sycamore Creek",0,2012-04-29
"TC17","Turkey Creek",0,2012-04-29
"WC18","Walnut Creek",0,2012-04-29
"BDB1","Beaverdam Branch",0,2012-04-30
"BB2","Big Branch",0,2012-04-30
"BBS3","Big Branch South",0,2012-04-30
"CC4","Crabtree Creek",0,2012-04-30
"CC5","Crabtree Creek",0,2012-04-30
"HSC6","Hare Snipe Creek",0,2012-04-30
"HC7","House Creek",0,2012-04-30
"LBC8","Little Brier Creek",0,2012-04-30
"MC9","Marsh Creek",0,2012-04-30
"MC10","Mine Creek",0,2012-04-30
"PC11","Perry Creek",0,2012-04-30
"PHB12","Pigeon House Branch",0,2012-04-30
"RC13","Richland Creek",0,2012-04-30
"RC14","Richland Creek-WF",0,2012-04-30
"RB15","Rocky Branch",0,2012-04-30
"SC16","Sycamore Creek",0,2012-04-30
"TC17","Turkey Creek",0,2012-04-30
"WC18","Walnut Creek",0,2012-04-30
"BDB1","Beaverdam Branch",0,2012-05-01
"BB2","Big Branch",0,2012-05-01
"BBS3","Big Branch South",0,2012-05-01
"CC4","Crabtree Creek",0,2012-05-01
"CC5","Crabtree Creek",0,2012-05-01
"HSC6","Hare Snipe Creek",0,2012-05-01
"HC7","House Creek",0,2012-05-01
"LBC8","Little Brier Creek",0,2012-05-01
"MC9","Marsh Creek",0,2012-05-01
"MC10","Mine Creek",0,2012-05-01
"PC11","Perry Creek",0,2012-05-01
"PHB12","Pigeon House Branch",0,2012-05-01
"RC13","Richland Creek",0,2012-05-01
"RC14","Richland Creek-WF",0,2012-05-01
"RB15","Rocky Branch",0,2012-05-01
"SC16","Sycamore Creek",0,2012-05-01
"TC17","Turkey Creek",0,2012-05-01
"WC18","Walnut Creek",0,2012-05-01
"BDB1","Beaverdam Branch",0,2012-05-02
"BB2","Big Branch",0,2012-05-02
"BBS3","Big Branch South",0,2012-05-02
"CC4","Crabtree Creek",0,2012-05-02
"CC5","Crabtree Creek",0,2012-05-02
"HSC6","Hare Snipe Creek",0,2012-05-02
"HC7","House Creek",0,2012-05-02
"LBC8","Little Brier Creek",0,2012-05-02
"MC9","Marsh Creek",0,2012-05-02
"MC10","Mine Creek",0,2012-05-02
"PC11","Perry Creek",0,2012-05-02
"PHB12","Pigeon House Branch",0,2012-05-02
"RC13","Richland Creek",0,2012-05-02
"RC14","Richland Creek-WF",0.349700003862381,2012-05-02
"RB15","Rocky Branch",0,2012-05-02
"SC16","Sycamore Creek",0,2012-05-02
"TC17","Turkey Creek",0,2012-05-02
"WC18","Walnut Creek",0,2012-05-02
"BDB1","Beaverdam Branch",0,2012-05-03
"BB2","Big Branch",0,2012-05-03
"BBS3","Big Branch South",0,2012-05-03
"CC4","Crabtree Creek",0,2012-05-03
"CC5","Crabtree Creek",0,2012-05-03
"HSC6","Hare Snipe Creek",0,2012-05-03
"HC7","House Creek",0,2012-05-03
"LBC8","Little Brier Creek",0,2012-05-03
"MC9","Marsh Creek",0,2012-05-03
"MC10","Mine Creek",0,2012-05-03
"PC11","Perry Creek",0,2012-05-03
"PHB12","Pigeon House Branch",0,2012-05-03
"RC13","Richland Creek",0,2012-05-03
"RC14","Richland Creek-WF",0,2012-05-03
"RB15","Rocky Branch",0,2012-05-03
"SC16","Sycamore Creek",0,2012-05-03
"TC17","Turkey Creek",0,2012-05-03
"WC18","Walnut Creek",0,2012-05-03
"BDB1","Beaverdam Branch",0,2012-05-04
"BB2","Big Branch",0,2012-05-04
"BBS3","Big Branch South",0,2012-05-04
"CC4","Crabtree Creek",0,2012-05-04
"CC5","Crabtree Creek",0,2012-05-04
"HSC6","Hare Snipe Creek",0,2012-05-04
"HC7","House Creek",0,2012-05-04
"LBC8","Little Brier Creek",0,2012-05-04
"MC9","Marsh Creek",0,2012-05-04
"MC10","Mine Creek",0,2012-05-04
"PC11","Perry Creek",0,2012-05-04
"PHB12","Pigeon House Branch",0,2012-05-04
"RC13","Richland Creek",0,2012-05-04
"RC14","Richland Creek-WF",0,2012-05-04
"RB15","Rocky Branch",0,2012-05-04
"SC16","Sycamore Creek",0,2012-05-04
"TC17","Turkey Creek",0,2012-05-04
"WC18","Walnut Creek",0,2012-05-04
"BDB1","Beaverdam Branch",0,2012-05-05
"BB2","Big Branch",0,2012-05-05
"BBS3","Big Branch South",0.731199979782104,2012-05-05
"CC4","Crabtree Creek",0,2012-05-05
"CC5","Crabtree Creek",0,2012-05-05
"HSC6","Hare Snipe Creek",0,2012-05-05
"HC7","House Creek",0,2012-05-05
"LBC8","Little Brier Creek",0,2012-05-05
"MC9","Marsh Creek",0,2012-05-05
"MC10","Mine Creek",0,2012-05-05
"PC11","Perry Creek",0.00109999999403954,2012-05-05
"PHB12","Pigeon House Branch",0.00199999986216426,2012-05-05
"RC13","Richland Creek",0,2012-05-05
"RC14","Richland Creek-WF",0,2012-05-05
